Date,Parameter,Value
8/22/2013 12:00:00 AM,Discharge,0.846
8/22/2013 12:00:00 AM,Level,0.89
8/23/2013 12:00:00 AM,Discharge,0.829
8/23/2013 12:00:00 AM,Level,0.887
8/24/2013 12:00:00 AM,Discharge,0.816
8/24/2013 12:00:00 AM,Level,0.885
8/25/2013 12:00:00 AM,Discharge,0.8
8/25/2013 12:00:00 AM,Level,0.883
8/26/2013 12:00:00 AM,Discharge,0.796
8/26/2013 12:00:00 AM,Level,0.883
8/27/2013 12:00:00 AM,Discharge,0.832
8/27/2013 12:00:00 AM,Level,0.89
8/28/2013 12:00:00 AM,Discharge,0.86
8/28/2013 12:00:00 AM,Level,0.896
8/29/2013 12:00:00 AM,Discharge,0.873
8/29/2013 12:00:00 AM,Level,0.898
8/30/2013 12:00:00 AM,Discharge,0.888
8/30/2013 12:00:00 AM,Level,0.902
8/31/2013 12:00:00 AM,Discharge,0.852
8/31/2013 12:00:00 AM,Level,0.896
9/1/2013 12:00:00 AM,Discharge,0.842
9/1/2013 12:00:00 AM,Level,0.894
9/2/2013 12:00:00 AM,Discharge,0.835
9/2/2013 12:00:00 AM,Level,0.894
9/3/2013 12:00:00 AM,Discharge,0.871
9/3/2013 12:00:00 AM,Level,0.901
9/4/2013 12:00:00 AM,Discharge,0.88
9/4/2013 12:00:00 AM,Level,0.903
9/5/2013 12:00:00 AM,Discharge,0.811
9/5/2013 12:00:00 AM,Level,0.891
9/6/2013 12:00:00 AM,Discharge,0.82
9/6/2013 12:00:00 AM,Level,0.893
9/7/2013 12:00:00 AM,Discharge,0.96
9/7/2013 12:00:00 AM,Level,0.918
9/8/2013 12:00:00 AM,Discharge,0.848
9/8/2013 12:00:00 AM,Level,0.898
9/9/2013 12:00:00 AM,Discharge,0.788
9/9/2013 12:00:00 AM,Level,0.887
9/10/2013 12:00:00 AM,Discharge,0.764
9/10/2013 12:00:00 AM,Level,0.882
9/11/2013 12:00:00 AM,Discharge,0.783
9/11/2013 12:00:00 AM,Level,0.886
9/12/2013 12:00:00 AM,Discharge,0.77
9/12/2013 12:00:00 AM,Level,0.883
9/13/2013 12:00:00 AM,Discharge,0.762
9/13/2013 12:00:00 AM,Level,0.882
9/14/2013 12:00:00 AM,Discharge,0.75
9/14/2013 12:00:00 AM,Level,0.88
9/15/2013 12:00:00 AM,Discharge,0.759
9/15/2013 12:00:00 AM,Level,0.881
9/16/2013 12:00:00 AM,Discharge,0.873
9/16/2013 12:00:00 AM,Level,0.903
9/17/2013 12:00:00 AM,Discharge,0.889
9/17/2013 12:00:00 AM,Level,0.905
9/18/2013 12:00:00 AM,Discharge,0.86
9/18/2013 12:00:00 AM,Level,0.9
9/19/2013 12:00:00 AM,Discharge,0.836
9/19/2013 12:00:00 AM,Level,0.896
9/20/2013 12:00:00 AM,Discharge,0.829
9/20/2013 12:00:00 AM,Level,0.895
9/21/2013 12:00:00 AM,Discharge,0.804
9/21/2013 12:00:00 AM,Level,0.89
9/22/2013 12:00:00 AM,Discharge,0.8
9/22/2013 12:00:00 AM,Level,0.889
9/23/2013 12:00:00 AM,Discharge,0.804
9/23/2013 12:00:00 AM,Level,0.89
9/24/2013 12:00:00 AM,Discharge,0.812
9/24/2013 12:00:00 AM,Level,0.891
9/25/2013 12:00:00 AM,Discharge,0.814
9/25/2013 12:00:00 AM,Level,0.892
9/26/2013 12:00:00 AM,Discharge,0.818
9/26/2013 12:00:00 AM,Level,0.893
9/27/2013 12:00:00 AM,Discharge,0.834
9/27/2013 12:00:00 AM,Level,0.895
9/28/2013 12:00:00 AM,Discharge,0.843
9/28/2013 12:00:00 AM,Level,0.897
9/29/2013 12:00:00 AM,Discharge,0.843
9/29/2013 12:00:00 AM,Level,0.897
9/30/2013 12:00:00 AM,Discharge,0.881
9/30/2013 12:00:00 AM,Level,0.904
10/1/2013 12:00:00 AM,Discharge,0.85
10/1/2013 12:00:00 AM,Level,0.898
10/2/2013 12:00:00 AM,Discharge,0.829
10/2/2013 12:00:00 AM,Level,0.894
10/3/2013 12:00:00 AM,Discharge,0.825
10/3/2013 12:00:00 AM,Level,0.894
10/4/2013 12:00:00 AM,Discharge,0.823
10/4/2013 12:00:00 AM,Level,0.893
10/5/2013 12:00:00 AM,Discharge,0.822
10/5/2013 12:00:00 AM,Level,0.893
10/6/2013 12:00:00 AM,Discharge,0.814
10/6/2013 12:00:00 AM,Level,0.892
10/7/2013 12:00:00 AM,Discharge,0.812
10/7/2013 12:00:00 AM,Level,0.891
10/8/2013 12:00:00 AM,Discharge,0.829
10/8/2013 12:00:00 AM,Level,0.895
10/9/2013 12:00:00 AM,Discharge,0.819
10/9/2013 12:00:00 AM,Level,0.893
10/10/2013 12:00:00 AM,Discharge,0.802
10/10/2013 12:00:00 AM,Level,0.889
10/11/2013 12:00:00 AM,Discharge,0.802
10/11/2013 12:00:00 AM,Level,0.89
10/12/2013 12:00:00 AM,Discharge,0.808
10/12/2013 12:00:00 AM,Level,0.891
10/13/2013 12:00:00 AM,Discharge,0.839
10/13/2013 12:00:00 AM,Level,0.896
10/14/2013 12:00:00 AM,Discharge,0.85
10/14/2013 12:00:00 AM,Level,0.898
10/15/2013 12:00:00 AM,Discharge,0.861
10/15/2013 12:00:00 AM,Level,0.9
10/16/2013 12:00:00 AM,Discharge,0.854
10/16/2013 12:00:00 AM,Level,0.899
10/17/2013 12:00:00 AM,Discharge,0.847
10/17/2013 12:00:00 AM,Level,0.898
10/18/2013 12:00:00 AM,Discharge,0.842
10/18/2013 12:00:00 AM,Level,0.897
10/19/2013 12:00:00 AM,Discharge,0.842
10/19/2013 12:00:00 AM,Level,0.897
10/20/2013 12:00:00 AM,Discharge,0.837
10/20/2013 12:00:00 AM,Level,0.896
10/21/2013 12:00:00 AM,Discharge,0.845
10/21/2013 12:00:00 AM,Level,0.897
10/22/2013 12:00:00 AM,Discharge,0.844
10/22/2013 12:00:00 AM,Level,0.897
10/23/2013 12:00:00 AM,Discharge,0.838
10/23/2013 12:00:00 AM,Level,0.896
10/24/2013 12:00:00 AM,Discharge,0.841
10/24/2013 12:00:00 AM,Level,0.897
10/25/2013 12:00:00 AM,Discharge,0.833
10/25/2013 12:00:00 AM,Level,0.895
10/26/2013 12:00:00 AM,Discharge,0.83
10/26/2013 12:00:00 AM,Level,0.895
10/27/2013 12:00:00 AM,Discharge,0.881
10/27/2013 12:00:00 AM,Level,0.904
10/28/2013 12:00:00 AM,Discharge,0.87
10/28/2013 12:00:00 AM,Level,0.902
10/29/2013 12:00:00 AM,Discharge,0.832
10/29/2013 12:00:00 AM,Level,0.895
10/30/2013 12:00:00 AM,Discharge,0.837
10/30/2013 12:00:00 AM,Level,0.896
10/31/2013 12:00:00 AM,Discharge,0.831
10/31/2013 12:00:00 AM,Level,0.895
11/1/2013 12:00:00 AM,Discharge,0.828
11/1/2013 12:00:00 AM,Level,0.894
11/2/2013 12:00:00 AM,Discharge,0.921
11/2/2013 12:00:00 AM,Level,0.911
11/3/2013 12:00:00 AM,Discharge,0.843
11/3/2013 12:00:00 AM,Level,0.897
11/4/2013 12:00:00 AM,Discharge,0.778
11/4/2013 12:00:00 AM,Level,0.885
11/5/2013 12:00:00 AM,Discharge,0.781
11/5/2013 12:00:00 AM,Level,0.886
11/6/2013 12:00:00 AM,Discharge,0.777
11/6/2013 12:00:00 AM,Level,0.885
11/7/2013 12:00:00 AM,Discharge,0.79
11/7/2013 12:00:00 AM,Level,0.887
11/8/2013 12:00:00 AM,Discharge,0.77
11/8/2013 12:00:00 AM,Level,0.883
11/9/2013 12:00:00 AM,Discharge,0.771
11/9/2013 12:00:00 AM,Level,0.884
11/10/2013 12:00:00 AM,Discharge,0.773
11/10/2013 12:00:00 AM,Level,0.884
11/11/2013 12:00:00 AM,Discharge,0.779
11/11/2013 12:00:00 AM,Level,0.885
11/12/2013 12:00:00 AM,Discharge,0.793
11/12/2013 12:00:00 AM,Level,0.888
11/13/2013 12:00:00 AM,Discharge,0.781
11/13/2013 12:00:00 AM,Level,0.886
11/14/2013 12:00:00 AM,Discharge,0.794
11/14/2013 12:00:00 AM,Level,0.888
11/15/2013 12:00:00 AM,Discharge,0.819
11/15/2013 12:00:00 AM,Level,0.893
11/16/2013 12:00:00 AM,Discharge,0.819
11/16/2013 12:00:00 AM,Level,0.893
11/17/2013 12:00:00 AM,Discharge,0.791
11/17/2013 12:00:00 AM,Level,0.887
11/18/2013 12:00:00 AM,Discharge,0.793
11/18/2013 12:00:00 AM,Level,0.888
11/19/2013 12:00:00 AM,Discharge,0.766
11/19/2013 12:00:00 AM,Level,0.88
11/20/2013 12:00:00 AM,Discharge,0.717
11/20/2013 12:00:00 AM,Level,0.893
11/21/2013 12:00:00 AM,Discharge,0.718
11/21/2013 12:00:00 AM,Level,1.146
11/22/2013 12:00:00 AM,Discharge,0.72
11/22/2013 12:00:00 AM,Level,1.122
11/23/2013 12:00:00 AM,Discharge,0.723
11/23/2013 12:00:00 AM,Level,1.21
11/24/2013 12:00:00 AM,Discharge,0.725
11/24/2013 12:00:00 AM,Level,0.891
11/25/2013 12:00:00 AM,Discharge,0.727
11/25/2013 12:00:00 AM,Level,0.882
11/26/2013 12:00:00 AM,Discharge,0.73
11/26/2013 12:00:00 AM,Level,0.884
11/27/2013 12:00:00 AM,Discharge,0.732
11/27/2013 12:00:00 AM,Level,0.886
11/28/2013 12:00:00 AM,Discharge,0.743
11/28/2013 12:00:00 AM,Level,0.886
11/29/2013 12:00:00 AM,Discharge,0.748
11/29/2013 12:00:00 AM,Level,0.884
11/30/2013 12:00:00 AM,Discharge,0.753
11/30/2013 12:00:00 AM,Level,0.89
12/1/2013 12:00:00 AM,Discharge,0.759
12/1/2013 12:00:00 AM,Level,0.888
12/2/2013 12:00:00 AM,Discharge,0.764
12/2/2013 12:00:00 AM,Level,0.89
12/3/2013 12:00:00 AM,Discharge,0.769
12/3/2013 12:00:00 AM,Level,1.066
12/4/2013 12:00:00 AM,Discharge,0.775
12/4/2013 12:00:00 AM,Level,1.068
12/5/2013 12:00:00 AM,Discharge,0.778
12/5/2013 12:00:00 AM,Level,1.208
12/6/2013 12:00:00 AM,Discharge,0.782
12/6/2013 12:00:00 AM,Level,
12/7/2013 12:00:00 AM,Discharge,0.785
12/7/2013 12:00:00 AM,Level,
12/8/2013 12:00:00 AM,Discharge,0.789
12/8/2013 12:00:00 AM,Level,
12/9/2013 12:00:00 AM,Discharge,0.792
12/9/2013 12:00:00 AM,Level,
12/10/2013 12:00:00 AM,Discharge,0.794
12/10/2013 12:00:00 AM,Level,
12/11/2013 12:00:00 AM,Discharge,0.796
12/11/2013 12:00:00 AM,Level,
12/12/2013 12:00:00 AM,Discharge,0.797
12/12/2013 12:00:00 AM,Level,1.514
12/13/2013 12:00:00 AM,Discharge,0.799
12/13/2013 12:00:00 AM,Level,1.289
12/14/2013 12:00:00 AM,Discharge,0.789
12/14/2013 12:00:00 AM,Level,0.89
12/15/2013 12:00:00 AM,Discharge,0.748
12/15/2013 12:00:00 AM,Level,0.882
12/16/2013 12:00:00 AM,Discharge,0.747
12/16/2013 12:00:00 AM,Level,0.882
12/17/2013 12:00:00 AM,Discharge,0.746
12/17/2013 12:00:00 AM,Level,0.884
12/18/2013 12:00:00 AM,Discharge,0.745
12/18/2013 12:00:00 AM,Level,0.882
12/19/2013 12:00:00 AM,Discharge,0.744
12/19/2013 12:00:00 AM,Level,0.95
12/20/2013 12:00:00 AM,Discharge,0.743
12/20/2013 12:00:00 AM,Level,1.216
12/21/2013 12:00:00 AM,Discharge,0.742
12/21/2013 12:00:00 AM,Level,1.31
12/22/2013 12:00:00 AM,Discharge,0.741
12/22/2013 12:00:00 AM,Level,0.886
12/23/2013 12:00:00 AM,Discharge,0.74
12/23/2013 12:00:00 AM,Level,0.886
12/24/2013 12:00:00 AM,Discharge,0.739
12/24/2013 12:00:00 AM,Level,0.882
12/25/2013 12:00:00 AM,Discharge,0.738
12/25/2013 12:00:00 AM,Level,0.882
12/26/2013 12:00:00 AM,Discharge,0.737
12/26/2013 12:00:00 AM,Level,0.886
12/27/2013 12:00:00 AM,Discharge,0.733
12/27/2013 12:00:00 AM,Level,0.886
12/28/2013 12:00:00 AM,Discharge,0.728
12/28/2013 12:00:00 AM,Level,0.884
12/29/2013 12:00:00 AM,Discharge,0.724
12/29/2013 12:00:00 AM,Level,0.887
12/30/2013 12:00:00 AM,Discharge,0.723
12/30/2013 12:00:00 AM,Level,0.88
12/31/2013 12:00:00 AM,Discharge,0.721
12/31/2013 12:00:00 AM,Level,0.88
1/1/2014 12:00:00 AM,Discharge,0.72
1/1/2014 12:00:00 AM,Level,0.884
1/2/2014 12:00:00 AM,Discharge,0.718
1/2/2014 12:00:00 AM,Level,0.886
1/3/2014 12:00:00 AM,Discharge,0.715
1/3/2014 12:00:00 AM,Level,0.886
1/4/2014 12:00:00 AM,Discharge,0.713
1/4/2014 12:00:00 AM,Level,0.906
1/5/2014 12:00:00 AM,Discharge,0.71
1/5/2014 12:00:00 AM,Level,0.916
1/6/2014 12:00:00 AM,Discharge,0.707
1/6/2014 12:00:00 AM,Level,1.114
1/7/2014 12:00:00 AM,Discharge,0.706
1/7/2014 12:00:00 AM,Level,1.262
1/8/2014 12:00:00 AM,Discharge,0.706
1/8/2014 12:00:00 AM,Level,1.468
1/9/2014 12:00:00 AM,Discharge,0.705
1/9/2014 12:00:00 AM,Level,0.896
1/10/2014 12:00:00 AM,Discharge,0.705
1/10/2014 12:00:00 AM,Level,0.886
1/11/2014 12:00:00 AM,Discharge,0.704
1/11/2014 12:00:00 AM,Level,0.892
1/12/2014 12:00:00 AM,Discharge,0.702
1/12/2014 12:00:00 AM,Level,0.882
1/13/2014 12:00:00 AM,Discharge,0.699
1/13/2014 12:00:00 AM,Level,0.89
1/14/2014 12:00:00 AM,Discharge,0.697
1/14/2014 12:00:00 AM,Level,0.886
1/15/2014 12:00:00 AM,Discharge,0.694
1/15/2014 12:00:00 AM,Level,0.882
1/16/2014 12:00:00 AM,Discharge,0.692
1/16/2014 12:00:00 AM,Level,0.878
1/17/2014 12:00:00 AM,Discharge,0.69
1/17/2014 12:00:00 AM,Level,0.884
1/18/2014 12:00:00 AM,Discharge,0.687
1/18/2014 12:00:00 AM,Level,0.882
1/19/2014 12:00:00 AM,Discharge,0.688
1/19/2014 12:00:00 AM,Level,0.886
1/20/2014 12:00:00 AM,Discharge,0.688
1/20/2014 12:00:00 AM,Level,0.88
1/21/2014 12:00:00 AM,Discharge,0.688
1/21/2014 12:00:00 AM,Level,0.882
1/22/2014 12:00:00 AM,Discharge,0.689
1/22/2014 12:00:00 AM,Level,0.88
1/23/2014 12:00:00 AM,Discharge,0.689
1/23/2014 12:00:00 AM,Level,0.886
1/24/2014 12:00:00 AM,Discharge,0.689
1/24/2014 12:00:00 AM,Level,0.89
1/25/2014 12:00:00 AM,Discharge,0.681
1/25/2014 12:00:00 AM,Level,0.882
1/26/2014 12:00:00 AM,Discharge,0.673
1/26/2014 12:00:00 AM,Level,0.88
1/27/2014 12:00:00 AM,Discharge,0.665
1/27/2014 12:00:00 AM,Level,0.88
1/28/2014 12:00:00 AM,Discharge,0.657
1/28/2014 12:00:00 AM,Level,0.88
1/29/2014 12:00:00 AM,Discharge,0.648
1/29/2014 12:00:00 AM,Level,0.882
1/30/2014 12:00:00 AM,Discharge,0.64
1/30/2014 12:00:00 AM,Level,0.962
1/31/2014 12:00:00 AM,Discharge,0.642
1/31/2014 12:00:00 AM,Level,
2/1/2014 12:00:00 AM,Discharge,0.643
2/1/2014 12:00:00 AM,Level,
2/2/2014 12:00:00 AM,Discharge,0.644
2/2/2014 12:00:00 AM,Level,
2/3/2014 12:00:00 AM,Discharge,0.645
2/3/2014 12:00:00 AM,Level,
2/4/2014 12:00:00 AM,Discharge,0.647
2/4/2014 12:00:00 AM,Level,
2/5/2014 12:00:00 AM,Discharge,0.648
2/5/2014 12:00:00 AM,Level,
2/6/2014 12:00:00 AM,Discharge,0.649
2/6/2014 12:00:00 AM,Level,
2/7/2014 12:00:00 AM,Discharge,0.653
2/7/2014 12:00:00 AM,Level,1.8
2/8/2014 12:00:00 AM,Discharge,0.656
2/8/2014 12:00:00 AM,Level,
2/9/2014 12:00:00 AM,Discharge,0.658
2/9/2014 12:00:00 AM,Level,
2/10/2014 12:00:00 AM,Discharge,0.661
2/10/2014 12:00:00 AM,Level,
2/11/2014 12:00:00 AM,Discharge,0.663
2/11/2014 12:00:00 AM,Level,
2/12/2014 12:00:00 AM,Discharge,0.66
2/12/2014 12:00:00 AM,Level,
2/13/2014 12:00:00 AM,Discharge,0.656
2/13/2014 12:00:00 AM,Level,
2/14/2014 12:00:00 AM,Discharge,0.652
2/14/2014 12:00:00 AM,Level,
2/15/2014 12:00:00 AM,Discharge,0.649
2/15/2014 12:00:00 AM,Level,
2/16/2014 12:00:00 AM,Discharge,0.645
2/16/2014 12:00:00 AM,Level,1.267
2/17/2014 12:00:00 AM,Discharge,0.641
2/17/2014 12:00:00 AM,Level,0.881
2/18/2014 12:00:00 AM,Discharge,0.638
2/18/2014 12:00:00 AM,Level,0.871
2/19/2014 12:00:00 AM,Discharge,0.636
2/19/2014 12:00:00 AM,Level,0.871
2/20/2014 12:00:00 AM,Discharge,0.634
2/20/2014 12:00:00 AM,Level,0.869
2/21/2014 12:00:00 AM,Discharge,0.632
2/21/2014 12:00:00 AM,Level,0.867
2/22/2014 12:00:00 AM,Discharge,0.622
2/22/2014 12:00:00 AM,Level,0.859
2/23/2014 12:00:00 AM,Discharge,0.612
2/23/2014 12:00:00 AM,Level,0.907
2/24/2014 12:00:00 AM,Discharge,0.602
2/24/2014 12:00:00 AM,Level,0.917
2/25/2014 12:00:00 AM,Discharge,0.602
2/25/2014 12:00:00 AM,Level,0.969
2/26/2014 12:00:00 AM,Discharge,0.602
2/26/2014 12:00:00 AM,Level,1.043
2/27/2014 12:00:00 AM,Discharge,0.601
2/27/2014 12:00:00 AM,Level,1.177
2/28/2014 12:00:00 AM,Discharge,0.601
2/28/2014 12:00:00 AM,Level,1.041
3/1/2014 12:00:00 AM,Discharge,0.595
3/1/2014 12:00:00 AM,Level,0.925
3/2/2014 12:00:00 AM,Discharge,0.606
3/2/2014 12:00:00 AM,Level,1.013
3/3/2014 12:00:00 AM,Discharge,0.62
3/3/2014 12:00:00 AM,Level,0.859
3/4/2014 12:00:00 AM,Discharge,0.61
3/4/2014 12:00:00 AM,Level,0.851
3/5/2014 12:00:00 AM,Discharge,0.618
3/5/2014 12:00:00 AM,Level,0.853
3/6/2014 12:00:00 AM,Discharge,0.6
3/6/2014 12:00:00 AM,Level,0.849
3/7/2014 12:00:00 AM,Discharge,0.618
3/7/2014 12:00:00 AM,Level,0.853
3/8/2014 12:00:00 AM,Discharge,0.618
3/8/2014 12:00:00 AM,Level,0.853
3/9/2014 12:00:00 AM,Discharge,0.647
3/9/2014 12:00:00 AM,Level,0.859
3/10/2014 12:00:00 AM,Discharge,0.647
3/10/2014 12:00:00 AM,Level,0.859
3/11/2014 12:00:00 AM,Discharge,0.618
3/11/2014 12:00:00 AM,Level,0.853
3/12/2014 12:00:00 AM,Discharge,0.637
3/12/2014 12:00:00 AM,Level,0.857
3/13/2014 12:00:00 AM,Discharge,0.637
3/13/2014 12:00:00 AM,Level,0.857
3/14/2014 12:00:00 AM,Discharge,0.676
3/14/2014 12:00:00 AM,Level,0.865
3/15/2014 12:00:00 AM,Discharge,0.666
3/15/2014 12:00:00 AM,Level,0.863
3/16/2014 12:00:00 AM,Discharge,0.666
3/16/2014 12:00:00 AM,Level,0.863
3/17/2014 12:00:00 AM,Discharge,0.628
3/17/2014 12:00:00 AM,Level,0.855
3/18/2014 12:00:00 AM,Discharge,0.572
3/18/2014 12:00:00 AM,Level,0.843
3/19/2014 12:00:00 AM,Discharge,0.59
3/19/2014 12:00:00 AM,Level,0.847
3/20/2014 12:00:00 AM,Discharge,0.59
3/20/2014 12:00:00 AM,Level,0.847
3/21/2014 12:00:00 AM,Discharge,0.6
3/21/2014 12:00:00 AM,Level,0.849
3/22/2014 12:00:00 AM,Discharge,0.554
3/22/2014 12:00:00 AM,Level,0.839
3/23/2014 12:00:00 AM,Discharge,0.572
3/23/2014 12:00:00 AM,Level,0.843
3/24/2014 12:00:00 AM,Discharge,0.563
3/24/2014 12:00:00 AM,Level,0.841
3/25/2014 12:00:00 AM,Discharge,0.545
3/25/2014 12:00:00 AM,Level,0.837
3/26/2014 12:00:00 AM,Discharge,0.554
3/26/2014 12:00:00 AM,Level,0.839
3/27/2014 12:00:00 AM,Discharge,0.609
3/27/2014 12:00:00 AM,Level,0.851
3/28/2014 12:00:00 AM,Discharge,0.62
3/28/2014 12:00:00 AM,Level,0.853
3/29/2014 12:00:00 AM,Discharge,0.63
3/29/2014 12:00:00 AM,Level,0.855
3/30/2014 12:00:00 AM,Discharge,0.629
3/30/2014 12:00:00 AM,Level,0.855
3/31/2014 12:00:00 AM,Discharge,0.681
3/31/2014 12:00:00 AM,Level,0.866
4/1/2014 12:00:00 AM,Discharge,0.65
4/1/2014 12:00:00 AM,Level,0.86
4/2/2014 12:00:00 AM,Discharge,0.63
4/2/2014 12:00:00 AM,Level,0.855
4/3/2014 12:00:00 AM,Discharge,0.627
4/3/2014 12:00:00 AM,Level,0.855
4/4/2014 12:00:00 AM,Discharge,0.627
4/4/2014 12:00:00 AM,Level,0.855
4/5/2014 12:00:00 AM,Discharge,0.629
4/5/2014 12:00:00 AM,Level,0.855
4/6/2014 12:00:00 AM,Discharge,0.626
4/6/2014 12:00:00 AM,Level,0.855
4/7/2014 12:00:00 AM,Discharge,0.631
4/7/2014 12:00:00 AM,Level,0.856
4/8/2014 12:00:00 AM,Discharge,0.643
4/8/2014 12:00:00 AM,Level,0.858
4/9/2014 12:00:00 AM,Discharge,0.651
4/9/2014 12:00:00 AM,Level,0.86
4/10/2014 12:00:00 AM,Discharge,0.657
4/10/2014 12:00:00 AM,Level,0.861
4/11/2014 12:00:00 AM,Discharge,0.688
4/11/2014 12:00:00 AM,Level,0.867
4/12/2014 12:00:00 AM,Discharge,0.744
4/12/2014 12:00:00 AM,Level,0.878
4/13/2014 12:00:00 AM,Discharge,0.769
4/13/2014 12:00:00 AM,Level,0.883
4/14/2014 12:00:00 AM,Discharge,0.872
4/14/2014 12:00:00 AM,Level,0.902
4/15/2014 12:00:00 AM,Discharge,0.981
4/15/2014 12:00:00 AM,Level,0.921
4/16/2014 12:00:00 AM,Discharge,1.06
4/16/2014 12:00:00 AM,Level,0.935
4/17/2014 12:00:00 AM,Discharge,1.16
4/17/2014 12:00:00 AM,Level,0.951
4/18/2014 12:00:00 AM,Discharge,1.32
4/18/2014 12:00:00 AM,Level,0.975
4/19/2014 12:00:00 AM,Discharge,1.54
4/19/2014 12:00:00 AM,Level,1.006
4/20/2014 12:00:00 AM,Discharge,1.66
4/20/2014 12:00:00 AM,Level,1.022
4/21/2014 12:00:00 AM,Discharge,2.11
4/21/2014 12:00:00 AM,Level,1.073
4/22/2014 12:00:00 AM,Discharge,7.12
4/22/2014 12:00:00 AM,Level,1.463
4/23/2014 12:00:00 AM,Discharge,12.2
4/23/2014 12:00:00 AM,Level,1.746
4/24/2014 12:00:00 AM,Discharge,15.2
4/24/2014 12:00:00 AM,Level,1.881
4/25/2014 12:00:00 AM,Discharge,17
4/25/2014 12:00:00 AM,Level,1.952
4/26/2014 12:00:00 AM,Discharge,17.7
4/26/2014 12:00:00 AM,Level,1.953
4/27/2014 12:00:00 AM,Discharge,16.9
4/27/2014 12:00:00 AM,Level,1.915
4/28/2014 12:00:00 AM,Discharge,16.1
4/28/2014 12:00:00 AM,Level,1.878
4/29/2014 12:00:00 AM,Discharge,15.2
4/29/2014 12:00:00 AM,Level,1.84
4/30/2014 12:00:00 AM,Discharge,14.9
4/30/2014 12:00:00 AM,Level,1.825
5/1/2014 12:00:00 AM,Discharge,15.7
5/1/2014 12:00:00 AM,Level,1.863
5/2/2014 12:00:00 AM,Discharge,18.5
5/2/2014 12:00:00 AM,Level,1.982
5/3/2014 12:00:00 AM,Discharge,23.3
5/3/2014 12:00:00 AM,Level,2.176
5/4/2014 12:00:00 AM,Discharge,25.7
5/4/2014 12:00:00 AM,Level,2.265
5/5/2014 12:00:00 AM,Discharge,26
5/5/2014 12:00:00 AM,Level,2.278
5/6/2014 12:00:00 AM,Discharge,23.3
5/6/2014 12:00:00 AM,Level,2.174
5/7/2014 12:00:00 AM,Discharge,21.8
5/7/2014 12:00:00 AM,Level,2.118
5/8/2014 12:00:00 AM,Discharge,19.5
5/8/2014 12:00:00 AM,Level,2.027
5/9/2014 12:00:00 AM,Discharge,18.2
5/9/2014 12:00:00 AM,Level,1.971
5/10/2014 12:00:00 AM,Discharge,19.2
5/10/2014 12:00:00 AM,Level,2.015
5/11/2014 12:00:00 AM,Discharge,20.9
5/11/2014 12:00:00 AM,Level,2.083
5/12/2014 12:00:00 AM,Discharge,24.5
5/12/2014 12:00:00 AM,Level,2.219
5/13/2014 12:00:00 AM,Discharge,25.7
5/13/2014 12:00:00 AM,Level,2.264
5/14/2014 12:00:00 AM,Discharge,23.6
5/14/2014 12:00:00 AM,Level,2.186
5/15/2014 12:00:00 AM,Discharge,22.1
5/15/2014 12:00:00 AM,Level,2.129
5/16/2014 12:00:00 AM,Discharge,20.2
5/16/2014 12:00:00 AM,Level,2.053
5/17/2014 12:00:00 AM,Discharge,19.8
5/17/2014 12:00:00 AM,Level,2.036
5/18/2014 12:00:00 AM,Discharge,20.4
5/18/2014 12:00:00 AM,Level,2.062
5/19/2014 12:00:00 AM,Discharge,23
5/19/2014 12:00:00 AM,Level,2.163
5/20/2014 12:00:00 AM,Discharge,28.4
5/20/2014 12:00:00 AM,Level,2.361
5/21/2014 12:00:00 AM,Discharge,28.4
5/21/2014 12:00:00 AM,Level,2.362
5/22/2014 12:00:00 AM,Discharge,23.9
5/22/2014 12:00:00 AM,Level,2.197
5/23/2014 12:00:00 AM,Discharge,21.1
5/23/2014 12:00:00 AM,Level,2.09
5/24/2014 12:00:00 AM,Discharge,18
5/24/2014 12:00:00 AM,Level,1.963
5/25/2014 12:00:00 AM,Discharge,15.6
5/25/2014 12:00:00 AM,Level,1.859
5/26/2014 12:00:00 AM,Discharge,14.9
5/26/2014 12:00:00 AM,Level,1.827
5/27/2014 12:00:00 AM,Discharge,14.1
5/27/2014 12:00:00 AM,Level,1.787
5/28/2014 12:00:00 AM,Discharge,13.8
5/28/2014 12:00:00 AM,Level,1.773
5/29/2014 12:00:00 AM,Discharge,13.8
5/29/2014 12:00:00 AM,Level,1.773
5/30/2014 12:00:00 AM,Discharge,14
5/30/2014 12:00:00 AM,Level,1.782
5/31/2014 12:00:00 AM,Discharge,16
5/31/2014 12:00:00 AM,Level,1.875
6/1/2014 12:00:00 AM,Discharge,19.6
6/1/2014 12:00:00 AM,Level,2.03
6/2/2014 12:00:00 AM,Discharge,21.2
6/2/2014 12:00:00 AM,Level,2.094
6/3/2014 12:00:00 AM,Discharge,18.8
6/3/2014 12:00:00 AM,Level,1.995
6/4/2014 12:00:00 AM,Discharge,16.7
6/4/2014 12:00:00 AM,Level,1.905
6/5/2014 12:00:00 AM,Discharge,14.2
6/5/2014 12:00:00 AM,Level,1.793
6/6/2014 12:00:00 AM,Discharge,12.3
6/6/2014 12:00:00 AM,Level,1.702
6/7/2014 12:00:00 AM,Discharge,11.1
6/7/2014 12:00:00 AM,Level,1.641
6/8/2014 12:00:00 AM,Discharge,9.93
6/8/2014 12:00:00 AM,Level,1.576
6/9/2014 12:00:00 AM,Discharge,9.02
6/9/2014 12:00:00 AM,Level,1.525
6/10/2014 12:00:00 AM,Discharge,8.15
6/10/2014 12:00:00 AM,Level,1.474
